,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': 'engadget', 'name': 'Engadget'}",Christine Fisher,"Starbucks embraces fake meat, starting in Canada","Next week, when Starbucks rolls out its spring menu in stores across Canada, it will include one notable addition: a breakfast sandwich with Beyond Meat sausage. Starbucks joins a growing list of brands that have added Beyond Meat's plant-based offerings to t…",https://www.engadget.com/2020/02/26/starbucks-beyond-meat-sandwich-canada/,https://o.aolcdn.com/images/dims?thumbnail=1200%2C630&quality=80&image_uri=https%3A%2F%2Fo.aolcdn.com%2Fimages%2Fdims%3Fcrop%3D5000%252C3128%252C0%252C0%26quality%3D85%26format%3Djpg%26resize%3D1600%252C1001%26image_uri%3Dhttps%253A%252F%252Fs.yimg.com%252Fos%252Fcreatr-images%252F2020-02%252Fcf6f7ae0-58c6-11ea-aefe-04d1efc8098d%26client%3Da1acac3e1b3290917d92%26signature%3D0547d1c659821a99d00cb59c28fb67b2dea74c6d&client=amp-blogside-v2&signature=ae7586f0237dcb6746221eff11711e4f35d760f4,2020-02-26T19:35:00Z,The labgrown plantbased meat trend is a product of science and tech but its also driven by a growing awareness of the environmental impacts of meat production Earlier this year Starbucks said it was committed to a resourcepositive future which incl  chars
1,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Darrell Etherington,"Canada closes border to “all foreign nationals” except Americans, will block even citizens with symptoms",Canadian Prime Minister Justin Trudeau announced a number of additional measures being taken at a federal level in Canada to prevent further spread of coronavirus within the country. The most extreme is that Canada is closing its borders to non-citizens and a…,http://techcrunch.com/2020/03/16/canada-closes-border-to-all-foreign-nationals-except-americans-will-block-even-citizens-with-symptoms/,https://techcrunch.com/wp-content/uploads/2020/03/Screen-Shot-2020-03-16-at-2.00.23-PM.png?w=716,2020-03-16T18:10:13Z,Canadian Prime Minister Justin Trudeau announced a number of additional measures being taken at a federal level in Canada to prevent further spread of coronavirus within the country The most extreme is that Canada is closing its borders to noncitizens and a  chars
2,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Plans for first US 'safe injection site' derailed again,The addiction management method used in Europe and Canada has met determined opposition in the US.,https://www.bbc.co.uk/news/world-us-canada-51669192,https://ichef.bbci.co.uk/news/1024/branded_news/0952/production/_111068320_gettyimages-1166209978.jpg,2020-02-28T02:09:51Z,Image copyrightGetty ImagesImage caption The latest plans to open a safe injection site in the US have been derailed againPlans to open the first safe drug injection site in the US have been scrapped after being met with opposition in PhiladelphiaThe  chars
3,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,"Coronavirus: US, Canada and Mexico restrict border traffic","As the US battles the coronavirus outbreak, ""non-essential"" traffic is suspended across its borders.",https://www.bbc.co.uk/news/world-us-canada-51980681,https://ichef.bbci.co.uk/news/1024/branded_news/BDAD/production/_111375584_060726149-1.jpg,2020-03-20T17:21:42Z,Image copyrightReutersImage caption Many checkpoints on the USCanada border are closingThe US has suspended all nonessential traffic across its borders with both Mexico and Canada as it battles to control the coronavirus outbreakThe curbs will go int  chars
4,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Brian Heater,"As social distancing measure, Starbucks temporarily shifts to ‘to go’ model in US and Canada","Beginning today, Starbucks is instituting a temporary move to a “to go” model for all of its locations in the U.S. and Canada. One of the more sweeping actions taken by a major food chain, the coffee giant is looking to adhere to advice about social distancin…",http://techcrunch.com/2020/03/15/as-social-distancing-measure-starbucks-temporarily-shifts-to-to-go-model-in-us-and-canada/,https://techcrunch.com/wp-content/uploads/2016/12/starbucks_logo_2016.jpg?w=600,2020-03-15T22:48:30Z,Beginning today Starbucks is instituting a temporary move to a to go model for all of its locations in the US and Canada One of the more sweeping actions taken by a major food chain the coffee giant is looking to adhere to advice about social distancing   chars
5,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Darrell Etherington,"U.S. and Canada border to close to all but “non-essential” and travel, says Trump","The U.S./Canada border has remained open despite measures by both countries to block and limit international flights and mobility in light of the coronavirus pandemic, but that is changing today as the two countries have agreed, “by mutual consent,” to suspen…",http://techcrunch.com/2020/03/18/u-s-and-canada-border-to-close-to-all-but-non-essential-and-travel-says-trump/,https://techcrunch.com/wp-content/uploads/2020/03/GettyImages-594370810.jpg?w=764,2020-03-18T14:10:06Z,The USCanada border has remained open despite measures by both countries to block and limit international flights and mobility in light of the coronavirus pandemic but that is changing today as the two countries have agreed by mutual consent to suspen  chars
6,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Darrell Etherington,Uber suspends Uber Pool shared rides in the U.S. and Canada to help limit coronavirus spread,"Uber has suspended its shared ‘Uber Pool’ class of rides, the company announced on Tuesday. The Uber Pool option would match up to three passengers together in one vehicle based on their destination, and Uber said in a statement from Uber Rides and Platform V…",http://techcrunch.com/2020/03/17/uber-suspends-uber-pool-shared-rides-in-the-u-s-and-canada-to-help-limit-coronavirus-spread/,https://techcrunch.com/wp-content/uploads/2020/03/UberIM_20077-2.jpg?w=600,2020-03-17T11:12:43Z,Uber has suspended its shared Uber Pool class of rides the company announced on Tuesday The Uber Pool option would match up to three passengers together in one vehicle based on their destination and Uber said in a statement from Uber Rides and Platform V  chars
7,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,US-Canada border to close amid virus crisis,Donald Trump and his Canadian counterpart Justin Trudeau are stopping all but essential travel.,https://www.bbc.co.uk/news/world-us-canada-51949243,https://ichef.bbci.co.uk/news/1024/branded_news/7A23/production/_97176213_breaking_news_bigger.png,2020-03-18T13:59:46Z,US President Donald Trump and Canadian Prime Minister Justin Trudeau have agreed to close the USCanada border to all nonessential travel in an attempt to curb the spread of coronavirus We will be by mutual consent temporarily closing our Northern Bord  chars
8,"{'id': 'cnn', 'name': 'CNN'}","By Jen Rose Smith, CNN","With governments limiting non-essential travel, what's essential travel?",Freedom of movement at the world's longest land border diminished on Wednesday when President Donald Trump announced restrictions on travel between the United States and Canada.,https://www.cnn.com/travel/article/essential-travel-coronavirus/index.html,https://cdn.cnn.com/cnnnext/dam/assets/200318101551-01-us-canada-border-file-super-tease.jpg,2020-03-19T18:57:18Z,Jen Rose Smith CNN Updated th March CNN Freedom of movement at the worlds longest land border diminished on Wednesday when President Donald Trump announced restrictions on travel between the United States and Canada We will be by mutual conse  chars
9,"{'id': None, 'name': 'Gizmodo.com'}",Catie Keck,Uber Suspends Pool Service in U.S. and Canada Amid Covid-19 Outbreak,"As health officials call for social distancing amid the global coronavirus pandemic as a means of mitigating its spread, Uber has announced that it’s suspended all Pool services in the United States and Canada as of Tuesday. Read more...",https://gizmodo.com/uber-suspends-pool-service-in-u-s-and-canada-amid-covi-1842377373,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/shse7j6ux0bcezhd1cji.jpg",2020-03-17T15:00:00Z,As health officials call for social distancing amid the global coronavirus pandemic as a means of mitigating its spread Uber has announced that its suspended all Pool services in the United States and Canada as of TuesdayThe company said the decision was   chars
10,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Anthony Ha,Daily Crunch: Waymo raises $2.5B,"Alphabet’s self-driving car company raises its first outside investment, Robinhood goes down and Pixel phones get new gesture controls. Here’s your Daily Crunch for March 3, 2020. 1. Waymo brings in $2.25B from outside investors, Alphabet This is the company’…",http://techcrunch.com/2020/03/03/daily-crunch-waymo-raises-2-5b/,https://techcrunch.com/wp-content/uploads/2019/11/waymo.jpg?w=740,2020-03-03T18:43:43Z,Alphabets selfdriving car company raises its first outside investment Robinhood goes down and Pixel phones get new gesture controls Heres your Daily Crunch for March   Waymo brings in B from outside investors AlphabetThis is the compan  chars
11,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Jon Evans,Burn the EARN IT Act,"I want to talk about malignant incompetence on the part of our elected officials, and this isn’t even about the pandemic. Rather, it’s about the spectacularly misguided, counterproductive, expensive, and overbearing approach to end-to-end encryption by the US…",http://techcrunch.com/2020/03/08/burn-the-earn-it-act/,https://techcrunch.com/wp-content/uploads/2020/03/key-burning.jpg?w=741,2020-03-08T23:00:18Z,I want to talk about malignant incompetence on the part of our elected officials and this isnt even about the pandemic Rather its about the spectacularly misguided counterproductive expensive and overbearing approach to endtoend encryption by the US  chars
12,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Megan Rose Dickey,DoorDash will offer financial assistance to delivery workers diagnosed with COVID-19 or quarantined,"Food delivery startup DoorDash, which also runs operations for Caviar, has announced its plans to provide financial assistance to delivery workers who are diagnosed with COVID-19 or quarantined. DoorDash workers in the U.S., Australia and Canada are eligible …",http://techcrunch.com/2020/03/17/doordash-covid-19/,https://techcrunch.com/wp-content/uploads/2019/09/doordash.jpg?w=601,2020-03-17T16:30:23Z,Food delivery startup DoorDash which also runs operations for Caviar has announced its plans to provide financial assistance to delivery workers who are diagnosed with COVID or quarantinedDoorDash workers in the US Australia and Canada are eligible  chars
13,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Kirsten Korosec,"Major automakers Toyota, Honda, FCA extend factory closures","Toyota, Honda and Fiat Chrysler Automobiles will not reopen North American factories at the end of the month as planned as the COVID-19 disease spreads and dampens demand for new cars, trucks and SUVs. FCA said Thursday that plants across the U.S. and Canada,…",http://techcrunch.com/2020/03/26/major-automakers-toyota-honda-fca-extend-factory-closures/,https://techcrunch.com/wp-content/uploads/2020/03/toyota-manufacturing.jpg?w=600,2020-03-26T19:26:12Z,Toyota Honda and Fiat Chrysler Automobiles will not reopen North American factories at the end of the month as planned as the COVID disease spreads and dampens demand for new cars trucks and SUVsFCA said Thursday that plants across the US and Canada  chars
14,"{'id': 'techcrunch', 'name': 'TechCrunch'}",J.M. Donaldson,Extra Crunch members get design tool Canva Pro free for 90 days,"Extra Crunch is excited to announce a new community perk from design and publishing platform Canva. Starting today, annual and two-year members of Extra Crunch can receive 90 days of their Pro plan for free. You must be new to Canva to claim this offer, and r…",http://techcrunch.com/2020/03/02/extra-crunch-members-get-design-tool-canva-pro-free-for-90-days/,https://techcrunch.com/wp-content/uploads/2020/02/EC-canva.jpg?w=753,2020-03-02T17:35:23Z,Extra Crunch is excited to announce a new community perk from design and publishing platform Canva Starting today annual and twoyear members of Extra Crunch can receive  days of their Pro plan for free You must be new to Canva to claim this offer and r  chars
15,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Frederic Lardinois,Emirates will suspend most passenger flights by March 25,"Emirates, the world’s largest airline by international traffic, today briefly announced on Twitter and its own website that it would halt all passenger flights by March 25 but then reversed course and said that it would still fly to 13 destinations, including…",http://techcrunch.com/2020/03/22/emirates-will-suspend-most-passenger-flights-by-march-25/,https://techcrunch.com/wp-content/uploads/2020/03/ETuXMsJWkAQnOAT.jpg?w=710,2020-03-22T16:25:04Z,Emirates the worlds largest airline by international traffic today briefly announced on Twitter and its own website that it would halt all passenger flights by March  but then reversed course and said that it would still fly to  destinations including  chars
16,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Kirsten Korosec,Ford won’t restart North American plants March 30,"Ford said Tuesday won’t restart its factories in the U.S., Canada and Mexico on Monday, March 30 as the automaker had originally planned. The company, which suspended production at its North American factories due to the continued spread of COVID-19, has deci…",http://techcrunch.com/2020/03/24/ford-wont-restart-north-american-plants-march-30/,https://techcrunch.com/wp-content/uploads/2020/03/GettyImages-1041983056.jpeg?w=600,2020-03-24T17:02:02Z,Ford said Tuesday wont restart its factories in the US Canada and Mexico on Monday March  as the automaker had originally plannedThe company which suspended production at its North American factories due to the continued spread of COVID has dec  chars
17,"{'id': None, 'name': 'Globalnews.ca'}",Katie Scott,‘Big Brother Canada’ Season 8: Meet the houseguests - Global News,‘Big Brother Canada’ Season 8: Meet the houseguests Global News Angela Tackie Is Looking For 'Multiple Showmances' On 'Big Brother Canada' | EXTENDED ET Canada Kamloops reporter lands a spot on Big Brother Canada CFJC Today Kamloops Kamloops 'surfer dude' mak…,http://globalnews.ca/news/6593527/big-brother-canada-8-houseguests/,https://shawglobalnews.files.wordpress.com/2020/02/bbcan-8-cast.jpg?quality=70&strip=all&crop=0px%2C0px%2C1280px%2C676px&resize=720%2C379,2020-02-26T19:55:32Z,Big Brother Canadais backOn Wednesday the  new houseguests were revealed after weeks of anticipation theyre set to enter the Big Brother Canada BBCAN house very soon with the supersized Season  premiering on Global on March  at  pm ETPTT  chars
18,"{'id': 'cbc-news', 'name': 'CBC News'}",,Big Brother Canada ends season early due to COVID-19 developments - CBC.ca,"Big Brother Canada ends season early due to COVID-19 developments CBC.ca ‘Big Brother Canada’ officially ending Season 8, ceasing production due to coronavirus Global News Big Brother Canada Season 8 suspends production Toronto Sun Big Brother Canada season c…",https://www.cbc.ca/news/entertainment/bigbrother-cda-ends-due-coronavirus-1.5508418,https://i.cbc.ca/1.5508442.1585075568!/cpImage/httpImage/image.jpg_gen/derivatives/16x9_620/covid-big-brother-canada-20200324.jpg,2020-03-24T20:07:00Z,Just over a week after announcing production was still underway on Big Brother Canadadespite the global COVID crisis producers now say the reality series has ended earlyGlobal and Insight Productions say production on season  is now done in light of   chars
19,"{'id': 'engadget', 'name': 'Engadget'}",Mariella Moon,Google debuts 'Works With Chromebook' badge for accessories,"If you've ever bought a cable, a charger or any other accessory that ended up incompatible with the device it's meant for, you'll likely appreciate Google's latest "" Works With "" badge. The tech giant has debuted the ""Works With Chromebook"" logo, which can gi…",https://www.engadget.com/2020/03/18/google-works-with-chromebook/,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=80&image_uri=https%3A%2F%2Fo.aolcdn.com%2Fimages%2Fdims%3Fresize%3D2000%252C2000%252Cshrink%26image_uri%3Dhttps%253A%252F%252Fs.yimg.com%252Fos%252Fcreatr-uploaded-images%252F2020-03%252F0d79be50-691a-11ea-a585-60bce3c353d2%26client%3Da1acac3e1b3290917d92%26signature%3Db68b63b644c3106e95addf33de9e4e59e4331727&client=amp-blogside-v2&signature=34106355d6de8f064bad5e5b478363294dc1fd07,2020-03-18T13:10:00Z,Google says all accessories with the badge have been tested and are guaranteed to comply with Chromebooks compatibility standards Thus far the company has certified products from several famous brands including Anker Kensington and Logitech Also certif  chars
20,"{'id': 'engadget', 'name': 'Engadget'}",Mariella Moon,"Netflix pauses production on 'Stranger Things,' other shows due to coronavirus","TV and media giants, including streaming services, are feeling the effects of the global coronavirus pandemic. According to The Hollywood Reporter and Deadline, Netflix has put a pause on all scripted TV and film production for two weeks in the US and Canada …",https://www.engadget.com/2020/03/13/netflix-pauses-production-tv-film/,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=80&image_uri=https%3A%2F%2Fo.aolcdn.com%2Fimages%2Fdims%3Fcrop%3D1457%252C888%252C211%252C0%26quality%3D85%26format%3Djpg%26resize%3D1600%252C975%26image_uri%3Dhttps%253A%252F%252Fs.yimg.com%252Fos%252Fcreatr-uploaded-images%252F2020-03%252F4feb4000-6583-11ea-bfdd-633fe1d52ba5%26client%3Da1acac3e1b3290917d92%26signature%3D674de922ec57b9005882577faaefee7812f306fe&client=amp-blogside-v2&signature=70d151be25d04d60d5fb4a50bf5c2d38d5e278f0,2020-03-14T00:38:00Z,The affected shows include viewer favorite Stranger Things which had to shut down its fourth seasons production as well as supernatural detective series Lucifer and Groundhog Dayesque comedy drama Russian Doll Shows being filmed outside the US and Canada  chars
21,"{'id': 'engadget', 'name': 'Engadget'}",Christine Fisher,"Uber Eats waives delivery fees for over 100,000 independent restaurants","In response to the coronavirus pandemic and its impact on the restaurant industry, Uber Eats is waiving delivery fees for over 100,000 independent restaurants across the US and Canada. It's the latest move by gig-economy businesses like Uber, Lyft and Grubhub…",https://www.engadget.com/2020-03-16-uber-eats-waives-delivery-fees-independent-restaurants.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=80&image_uri=https%3A%2F%2Fs.yimg.com%2Fuu%2Fapi%2Fres%2F1.2%2FYD2zif8DEapiHM7epOxN6w--%7EB%2Fdz0xNjAwO2g9OTk5O2FwcGlkPXl0YWNoeW9u%2Fhttps%3A%2F%2Fo.aolcdn.com%2Fimages%2Fdims%3Fcrop%3D3641%252C2274%252C221%252C300%26quality%3D85%26format%3Djpg%26resize%3D1600%252C1000%26image_uri%3Dhttps%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-images%2F2020-03%2F61eefcb0-67c2-11ea-bfff-d6ece2299d14%26client%3Da1acac3e1b3290917d92%26signature%3Dafaed61b7ad2752cfa2b2925f0bd654e8ebcd776&client=amp-blogside-v2&signature=57f0a30250ccd185e136319c46795824ed38a44c,2020-03-16T20:34:00Z,Uber Eats is also launching daily marketing campaigns to promote delivery from local restaurants especially those that are new to the app It will allow restaurants of all sizes to opt into daily payments on all Uber Eats orders rather than weekly billing   chars
22,"{'id': None, 'name': 'Citynews1130.com'}",,Air Canada flight to YVR evacuated in San Francisco Sunday - CityNews Vancouver,Air Canada flight to YVR evacuated in San Francisco Sunday CityNews Vancouver Air Canada flight bound for Vancouver forced to return to San Francisco CTV News Bathroom smoke alarm forces emergency evacuation of Air Canada flight | News Daily Hive Reported smo…,https://www.citynews1130.com/2020/03/01/air-canada-flight-to-yvr-evacuated-in-san-francisco-sunday/,https://www.citynews1130.com/wp-content/blogs.dir/sites/9/2020/03/01/flight-tracker-san-francisco-air-canada-screeshot.jpg,2020-03-01T21:47:04Z,SAN FRANCISCO NEWS   An Air Canada flight was evacuated in San Francisco Sunday morningA witness Skip works at San Francisco International Airport and says he saw passengers clearing out of the plane and saw the plane make an emergency landing  chars
23,"{'id': None, 'name': 'Globalnews.ca'}",Staff,"‘Big Brother Canada’ shocker: 2 houseguests ejected, house told about coronavirus - Global News","‘Big Brother Canada’ shocker: 2 houseguests ejected, house told about coronavirus Global News Micheal Stubley returns home after Big Brother Canada CKPGToday.ca Big Brother Canada Houseguests Learn About Seriousness Of COVID-19 3:34 Mar 19, 2020 Global Jamar …",http://globalnews.ca/news/6706082/big-brother-canada-eviction-coronavirus/,https://shawglobalnews.files.wordpress.com/2020/03/arisa-cox-bbcan8.jpg?quality=70&strip=all&w=720&h=379&crop=1,2020-03-20T03:19:42Z,SPOILER ALERT If you havent watched tonights episode ofBig Brother Canada on Global then STOP READING NOW Spoilers lie aheadTo say the first two weeks of Big Brother Canada Season  have been chaotic is an understatement It started with an unprecede  chars
24,"{'id': None, 'name': 'Bnnbloomberg.ca'}",The Canadian Press,"Bank of Canada pumps $7B, expands bond buy-backs to ease economic concerns - BNNBloomberg.ca","Bank of Canada pumps $7B, expands bond buy-backs to ease economic concerns BNNBloomberg.ca Bank of Canada says it will provide more liquidity for markets The Globe and Mail Bank of Canada pumps $7B, expands bond buy-backs - Business News Castanet.net Bank of …",http://www.bnnbloomberg.ca/bank-of-canada-pumps-7b-expands-bond-buy-backs-to-ease-economic-concerns-1.1405085,https://www.bnnbloomberg.ca/polopoly_fs/1.1399277!/fileimage/httpImage/image.jpg_gen/derivatives/landscape_620/bank-of-canada.jpg,2020-03-12T22:20:49Z,OTTAWA  TheBankofCanadaprepared to increase the cash it pumps into the financial system and Finance Minister Bill Morneau stressed the need for fiscal measures to manage the impact of COVID as official Ottawa responded to another market plungeThurs  chars
25,"{'id': 'engadget', 'name': 'Engadget'}",Richard Lawler,"Disney+ will start streaming 'Frozen 2' on Sunday, three months early","In a move that feels in parts altruistic and business savvy, Disney has bumped up the Disney+ streaming release date for Frozen 2 to this weekend. Many families are unexpectedly home and certainly feeling the stress of everything going on due to coronavirus, …",https://www.engadget.com/2020/03/13/frozen-2-disney-plus/,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=80&image_uri=https%3A%2F%2Fo.aolcdn.com%2Fimages%2Fdims%3Fresize%3D2000%252C2000%252Cshrink%26image_uri%3Dhttps%253A%252F%252Fs.yimg.com%252Fos%252Fcreatr-uploaded-images%252F2020-03%252F18484d00-6597-11ea-bf9b-c506d3a266e8%26client%3Da1acac3e1b3290917d92%26signature%3Da1e3ec505d05413d61a225e27e811155218cff7c&client=amp-blogside-v2&signature=d50c7821a7b188c71abd3f5f76ef04f2be83723a,2020-03-14T02:01:00Z,The press release didnt indicate exactly what time Frozen  will premiere on Disney but said it will be available only in HD initially and only in the US Starting Tuesday March th it will also come to Canada the Netherlands Australia and New Zealand  chars
26,"{'id': 'the-verge', 'name': 'The Verge'}",Jay Peters,Google launches a new ‘Works with Chromebook’ badge for accessories,"Google launches a new “Works with Chromebook” badge for accessories, which certifies that chargers, mice, keyboards, power adapters, and more will be compatible with Chromebooks. There are currently 13 companies that offer accessories as part of the program.",https://www.theverge.com/2020/3/17/21183975/google-works-with-chromebook-badge-accessories-chargers-keyboards-mice,https://cdn.vox-cdn.com/thumbor/zN4fCwwnCIFljFz7u34W-Eg1_fs=/0x25:614x346/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/19814034/WWCB_Recharge_Charger.jpg,2020-03-17T19:59:19Z,Chargers mice keyboards power adapters and moreImage GoogleGoogle has launched a new Works with Chromebook badge for accessories that are certified to be compatible with Chromebooks via toGoogle The certification will be given to chargers mice  chars
27,"{'id': 'the-globe-and-mail', 'name': 'The Globe And Mail'}",,Bank of Canada rate cut will put already hot real estate market 'on steroids' - The Globe and Mail,Bank of Canada rate cut will put already hot real estate market 'on steroids' The Globe and Mail Bank of Canada lowers overnight rate target to 1 ¼ percent Bank of Canada Bank of Canada cuts key interest rate target to 1.25 per cent CTV News Now is the worst …,https://www.theglobeandmail.com/business/article-bank-of-canada-rate-cut-will-put-already-hot-real-estate-market-on/,https://www.theglobeandmail.com/resizer/VLNcDQHs8-Ew0rW7LWNAjP7Ykhw=/1200x0/filters:quality(80)/arc-anglerfish-tgam-prod-tgam.s3.amazonaws.com/public/IIYAEABO2REMZLUY62WESTOJFE.JPG,2020-03-04T23:31:36Z,A home that is sold is photographed along Runnymede Rd in Toronto on Wednesday March   Tijana MartinThe Globe and MailThe Bank of Canadas interestrate cut threatens to overheat the countrys booming housing markets making it easier for home buy  chars
28,"{'id': 'the-globe-and-mail', 'name': 'The Globe And Mail'}",,"Starbucks to close nearly all Canadian locations, only drive-through and delivery will remain open - The Globe and Mail","Starbucks to close nearly all Canadian locations, only drive-through and delivery will remain open The Globe and Mail Starbucks is officially closing all of its cafes across Canada | Dished Daily Hive Starbucks temporarily closing most locations in Canada due…",https://www.theglobeandmail.com/business/article-starbucks-to-close-nearly-all-locations-only-drive-through-and/,https://www.theglobeandmail.com/resizer/-Ihm7Io73M_t4XKHMHxPqlNJxzw=/1200x0/filters:quality(80)/arc-anglerfish-tgam-prod-tgam.s3.amazonaws.com/public/K6JIZENHMZCZNNSVS6UKFZMTJY.jpg,2020-03-21T00:48:32Z,Pedestrians walk past a downtown Toronto Starbucks Coffee location Thursday May  Graeme RoyThe Canadian PressReferring to managing the coronavirus as the single biggest challenge many of us have faced in our lifetime Starbucks Canada has announ  chars
29,"{'id': None, 'name': 'Yahoo.com'}",,Air Canada cancels order for 11 Boeing 737 Max jets amid ongoing questions - Yahoo Canada Finance,"Air Canada cancels order for 11 Boeing 737 Max jets amid ongoing questions Yahoo Canada Finance Boeing 737 Max cancellations pile up in bleak start to the year CNBC Air Canada relaxes rebooking fees, cancels order for 11 Boeing 737 Max aircraft Financial Post…",https://ca.finance.yahoo.com/news/air-canada-cancels-order-11-170616832.html,https://s.yimg.com/uu/api/res/1.2/o5OmmVCxVjFIkii1a8oKPg--~B/aD02Nzc7dz0xMDI0O3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-ca/the_canadian_press_business_130/ab20f1ebb721b4d147953b8bbef38911,2020-03-11T20:22:00Z,MONTREAL Air Canada is cancelling an order for  Boeing  Max aircraft amidongoing production delaysto the grounded jet which continues to face questions aroundits safetyCanadas largest airline said Wednesday it will decrease the number of Max fami  chars
30,"{'id': None, 'name': 'Fool.ca'}",,Air Canada (TSX:AC): Now Is the Time to Buy! - The Motley Fool Canada,Air Canada (TSX:AC): Now Is the Time to Buy! The Motley Fool Canada TSX gains ground as stocks whipsaw amid coronavirus crisis Financial Post Coronavirus Crisis: Will Housing Markets Plummet or Rise? The Motley Fool Canada View Full coverage on Google News,https://www.fool.ca/2020/03/25/air-canada-tsxac-now-is-the-time-to-buy/,https://yw553ftvhw1iqegz29fycoyw-wpengine.netdna-ssl.com/wp-content/uploads/2018/11/Slide-7.jpg,2020-03-25T12:07:33Z,Air CanadaTSXACTSXACB stock has taken on a brunt of the damage amid the coronavirus COVID pandemic with shares falling over  from peak to trough over a ridiculously short period The stock got cut in half twice and while it could happen again  chars
31,"{'id': None, 'name': 'Huffingtonpost.ca'}",Daniel Tencer,"Canadian Gun Sales Spike Amid Fears Of COVID-19, Tougher Firearms Laws - HuffPost Canada","Canadian Gun Sales Spike Amid Fears Of COVID-19, Tougher Firearms Laws HuffPost Canada Gun sales surge as coronavirus pandemic spreads CNN COVID-19: Coronavirus, law fears fuel spike in firearms, ammunition sales across Canada CTV News Canada Gun Stores Repor…",https://www.huffingtonpost.ca/entry/gun-sales-canada_ca_5e727d54c5b6eab779414ffc,https://img.huffingtonpost.com/asset/5e72803d2300002b1ade4a74.jpeg?ops=1200_630,2020-03-18T20:55:52Z,TORONTO The COVID outbreak coupled with fears about more restrictive gun legislation has fuelled a spike in firearm and ammunition sales several dealers said this weekBuyers they say are stocking up while they can a development that has alarmed gunc  chars
32,"{'id': None, 'name': 'Ctvnews.ca'}",Rachel Aiello,Canada-U.S. border closing to non-essential travel: Trudeau - CTV News,"Canada-U.S. border closing to non-essential travel: Trudeau CTV News COVID-19 crisis: Canada-U.S. border shut for first time since 9/11 attacks Calgary Herald Coronavirus: Trudeau grabs coat during live press briefing BBC News COVID-19: Canada, U.S. working o…",https://www.ctvnews.ca/health/coronavirus/pm-canada-u-s-border-closing-27b-in-direct-aid-55b-to-businesses-1.4857881,https://www.ctvnews.ca/polopoly_fs/1.4858096.1584546638!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2020-03-18T17:59:12Z,OTTAWA  Prime Minister Justin Trudeau has announced that the CanadaUS border will close to all nonessential travel and that the federal government is prepared to spend  billion on direct financial help and  billion for mostly tax deferrals in r  chars
33,"{'id': 'cnn', 'name': 'CNN'}","Peter Valdes-Dapena, CNN Business",Ford is bringing its all-electric Transit cargo vans to the US,"Ford is bringing an all-electric version of its best-selling cargo van to North America. The electric version of the Transit, which is currently available in gasoline- and diesel-powered versions, will be available in the United States and Canada in 2021.",https://www.cnn.com/2020/03/03/cars/ford-electric-transit-cargo-van/index.html,https://cdn.cnn.com/cnnnext/dam/assets/200303155909-ford-transit-electric-van-file-restricted-super-tease.jpg,2020-03-03T23:08:40Z,CNN BusinessFord is bringing an allelectric version of its bestselling cargo van to North America The electric version of the Transit which is currently available in gasoline and dieselpowered versions will be available in the United States and Canad  chars
34,"{'id': None, 'name': 'Gizmodo.com'}",Matt Novak,Bill Barr Recently Met With Australian Official Who Just Tested Positive For Covid-19,"Peter Dutton, Australia’s Home Affairs Minister, has tested positive for covid-19 after returning from the U.S., according to a new statement published online. Dutton attended a high-level security meeting in the U.S. on Thursday, March 5, and there are photo…",https://gizmodo.com/bill-barr-recently-met-with-australian-official-who-jus-1842307173,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/h7heab20ooftk2ieqioz.jpg",2020-03-13T09:30:00Z,Peter Dutton Australias Home Affairs Minister has tested positive for covid after returning from the US according to a new statement published online Dutton attended a highlevel security meeting in the US on Thursday March  and there are photos  chars
